transaction_id,customer_id,amount,category,transaction_date
393,220,152.6485899314964,groceries,2024-05-19
394,131,,electronics,2024-09-16
395,76,211.46153601389096,  Electronics,2025-01-14
396,135,49.79716126867772,Groceries,2024-08-01
397,58,132.76951517964488,groceries,2024-08-28
398,49,96.32203168321459,groceries,2024-11-22
399,97,58.55250737799663,Groceries,2024-02-11
400,289,94.74216478858244,  Electronics,2024-07-25
401,28,13.12508356200864,Groceries,2024-05-31
402,164,72.3823857726477,dining ,2024-09-22
403,280,103.56562237478084,Dining,2024-04-06
404,138,99.93293214995185,groceries,2024-06-25
405,110,60.85238632187182,Groceries,2024-10-25
406,167,56.47388752624935,dining ,2024-07-13
407,53,55.821696993740645,Travel,2024-03-07
408,208,10.888586866155682,  Electronics,2024-09-09
409,1,170.65798493929222,electronics,2024-08-24
410,170,242.7158284504499,electronics,2024-08-26
411,19,110.66716073946395,dining ,2024-01-06
412,7,25.83655888370711,Dining,2025-01-15
413,65,93.53978273774703,Groceries,2024-01-29
414,216,29.156481208899933,  Electronics,2024-09-01
415,125,60.040530484520964,Dining,2024-01-04
416,126,53.0820007679864,groceries,2024-02-29
417,180,146.78387415334873,Groceries,2024-05-18
418,21,161.01536050754558,electronics,2024-03-27
419,294,84.47113776961508,electronics,2024-11-21
420,146,127.61933779097639,  Electronics,2024-06-05
421,267,14.037566439797931,  Electronics,2024-03-19
422,226,23.03216624036422,  Electronics,2024-01-17
423,73,78.11635289894666,Travel,2024-12-01
424,91,67.06175215368579,Travel,2024-02-20
425,183,37.05622316964111,Groceries,2024-12-19
426,252,75.11132995405389,groceries,2025-01-22
427,276,205.75878899542542,dining ,2024-04-27
428,146,59.63219955981907,dining ,2024-02-08
429,31,103.1103888171703,  Electronics,2024-01-03
430,298,225.04772184620523,  Electronics,2024-07-06
431,256,137.4822940064085,electronics,2024-04-23
432,214,112.00643649497471,  Electronics,2024-04-29
433,119,12.122827028474921,Dining,2024-11-24
434,41,41.47469713977408,Dining,2025-01-26
435,234,103.26080476493934,electronics,2024-11-19
436,62,54.9167834839,  Electronics,2024-04-25
437,97,42.237788446377635,electronics,2024-09-19
438,260,4.80979231867932,Travel,2024-10-31
439,188,55.56168206793092,Dining,2024-09-08
440,90,5.734188129594104,Travel,2024-04-19
441,152,23.084266144776628,  Electronics,2025-01-01
442,184,30.502589504260747,Dining,2024-04-01
443,32,63.332505256813135,Travel,2024-04-12
444,82,83.79856578941516,dining ,2024-08-25
445,228,35.06845967241456,  Electronics,2024-06-29
446,188,150.15222093547922,Travel,2024-10-27
447,247,23.659648849115523,Groceries,2024-05-01
448,220,39.61663473913398,groceries,2024-04-18
449,145,170.0432025081214,electronics,2024-12-10
450,90,76.33161009867067,electronics,2024-06-06
451,117,33.685841466597516,dining ,2025-01-30
452,61,36.63499225758451,Groceries,2024-12-22
453,284,50.2005029652574,electronics,2024-05-23
454,10,69.86953895249621,electronics,2024-02-10
455,112,54.50842984323236,Travel,2024-04-23
456,21,101.40625415101837,dining ,2024-03-03
457,264,62.39054368043512,groceries,2024-08-07
458,196,70.09318473603594,groceries,2024-01-20
459,126,64.04021387170141,  Electronics,2024-06-30
460,237,15.251552879990733,Dining,2024-09-02
461,112,38.64914458297821,groceries,2024-09-10
462,140,82.5448626808204,Dining,2024-12-30
463,109,126.25248643690533,  Electronics,2025-01-29
464,227,116.89056070091678,Groceries,2025-01-08
465,18,153.8010121995064,groceries,2024-10-27
466,164,90.98945073509766,Dining,2024-05-26
467,83,190.10799369469865,Groceries,2024-10-13
468,292,213.50457129820785,dining ,2024-09-26
469,69,66.43209697313598,groceries,2024-03-25
470,120,284.3358033990777,electronics,2024-04-23
471,19,68.53622943351303,Travel,2024-03-18
472,150,34.61017968580292,Dining,2024-04-25
473,162,107.8697643873876,Dining,2024-06-07
474,226,61.37493414182836,dining ,2024-09-22
475,133,181.94760505709104,Groceries,2024-12-22
476,75,149.99598126617292,electronics,2024-05-26
477,8,154.3074651222918,groceries,2024-11-03
478,274,20.319338736893503,groceries,2024-03-30
479,47,79.69042874537338,Dining,2024-12-17
480,232,163.24811324013737,dining ,2024-03-31
481,275,74.72248562247213,dining ,2024-10-23
482,97,37.47735025666231,Dining,2024-01-24
483,40,133.6065234836612,Dining,2024-04-08
484,208,60.60205796016798,Groceries,2024-02-16
485,112,60.76152358308153,Travel,2024-03-09
486,11,61.94392233679042,electronics,2024-04-05
487,285,42.110268522124564,groceries,2024-10-27
488,272,24.09711361610198,dining ,2024-12-15
489,34,121.32694408106849,dining ,2025-01-03
490,218,50.61563243188648,Dining,2024-09-05
491,123,50.491159890009875,Travel,2024-04-03
492,20,21.139760393646398,Groceries,2024-01-31
493,240,162.99999319999569,Dining,2024-05-07
494,256,64.30614292080665,Travel,2024-03-16
495,6,14.076888464635678,Travel,2024-05-07
496,32,120.61705150491589,electronics,2024-01-21
497,21,87.49339308617655,Travel,2025-02-01
498,287,50.56197614859612,Dining,2024-07-18
499,279,17.022696165875406,electronics,2024-07-26
500,251,47.53851923459934,  Electronics,2024-03-30
501,205,108.53925289967277,Travel,2024-12-01
502,28,118.75719669818693,Dining,2024-07-28
503,79,24.88774736123569,groceries,2024-07-07
504,155,83.99423390867598,electronics,2024-01-20
505,144,80.1601483095093,Dining,2024-05-28
506,32,79.72984884436806,groceries,2024-04-16
507,75,132.38536839812485,Dining,2024-02-03
508,210,31.294172768289418,Dining,2024-12-22
509,267,88.61531884806936,electronics,2024-11-02
510,33,76.07100018095085,Dining,2024-01-02
511,284,47.54736583241284,groceries,2024-05-07
512,95,103.35937823117294,Groceries,2024-01-04
513,22,150.1421222848936,  Electronics,2025-02-02
514,274,39.271451618121795,Dining,2024-09-30
515,157,27.69416643280893,  Electronics,2024-11-12
516,199,247.3972173423893,dining ,2024-01-23
517,56,212.0433920883659,Travel,2025-01-15
518,272,157.86632457181298,  Electronics,2024-02-23
519,121,73.56015113277098,Dining,2024-09-11
520,112,1.6074585008923985,groceries,2024-02-18
521,222,94.31488371447487,Groceries,2024-03-27
522,226,35.476982044628606,Dining,2024-02-04
523,214,107.3607951626071,groceries,2024-06-22
524,70,28.81930923257697,Dining,2024-02-11
525,57,31.97780291248039,Dining,2024-01-24
526,170,159.98633387947194,Groceries,2024-12-28
527,100,44.427688561113726,Groceries,2024-08-27
528,11,33.458073315478096,  Electronics,2024-12-31
529,128,80.46825644702665,dining ,2024-12-09
530,232,183.51018116425018,Travel,2024-04-10
531,116,112.88082069438936,groceries,2024-06-05
532,124,47.18531049869611,groceries,2024-03-28
533,204,68.81029728476435,dining ,2024-11-16
534,291,19.186856135959772,Travel,2024-12-06
535,236,25.552477896682948,electronics,2025-01-04
536,44,118.11485356909478,dining ,2025-01-16
537,101,48.218597150220646,  Electronics,2024-07-22
538,161,21.009982792881964,dining ,2024-12-21
539,132,17.6498193780628,groceries,2024-02-22
540,69,27.89866433638728,  Electronics,2024-02-13
541,21,23.777266928364472,  Electronics,2024-03-23
542,195,22.14739756006392,  Electronics,2024-03-03
543,110,40.71050492550817,Travel,2024-09-22
544,96,74.03942439198828,  Electronics,2024-08-31
545,284,61.176063250912975,  Electronics,2024-07-17
546,248,24.190486231082463,groceries,2024-03-15
547,151,88.32156454460004,Travel,2024-11-09
548,272,95.42523220338963,Travel,2024-03-11
549,167,50.20603494812859,Dining,2024-07-07
550,275,65.25236265332136,Travel,2024-07-09
551,182,40.07761751211337,Groceries,2024-12-31
552,106,148.36841000157594,groceries,2024-05-06
553,170,68.87816255086523,Travel,2024-03-10
554,208,20.157020184097934,Dining,2024-10-15
555,241,158.48065829354272,dining ,2025-01-04
556,291,50.30871101480357,groceries,2024-10-31
557,78,93.98947131973782,Travel,2024-01-04
558,31,43.48197943651363,Groceries,2024-03-29
559,95,100.43039821766106,groceries,2024-07-27
560,173,110.22953611361096,Travel,2024-02-20
561,266,31.57133928744625,  Electronics,2024-04-10
562,273,96.1957208277294,electronics,2024-07-29
563,150,38.95667449427367,  Electronics,2024-09-06
564,14,56.793167581785184,dining ,2024-06-19
565,287,46.64906868149587,groceries,2024-01-07
566,70,110.50092599343753,  Electronics,2024-02-23
567,42,114.59119899229391,electronics,2025-01-16
568,67,147.5882798138098,dining ,2025-01-17
569,235,58.47398622200217,dining ,2024-08-02
570,160,77.23305634106738,  Electronics,2024-03-13
571,142,156.0370662917607,Travel,2024-07-14
572,105,53.950186081967814,  Electronics,2024-11-17
573,142,230.11693016474868,  Electronics,2024-05-26
574,215,90.6992237140785,Travel,2025-01-15
575,264,47.29745470351661,Travel,2024-06-25
576,284,65.57146767416899,Travel,2024-12-27
577,40,148.39745584173667,  Electronics,2024-01-18
578,221,193.08575989608758,  Electronics,2024-08-17
579,154,37.85704720746191,groceries,2024-01-19
580,112,17.1491619081499,  Electronics,2024-04-14
581,75,72.53699441053784,electronics,2024-09-26
582,20,38.473756196449514,electronics,2024-06-20
583,103,170.1465233154479,electronics,2024-07-21
584,70,61.81005339958411,groceries,2024-06-23
585,245,233.47134903290566,electronics,2024-11-08
586,267,113.53977819283259,Travel,2024-10-27
587,120,89.83433466275537,dining ,2024-10-12
588,117,117.62766873610627,electronics,2024-06-01
589,235,51.64106494293354,groceries,2024-10-02
590,46,11.072769620209531,Dining,2024-09-16
591,5,48.49092201473476,groceries,2024-07-18
592,63,118.37313511429608,groceries,2024-05-27
593,299,54.40818761843577,Dining,2024-08-10
594,133,28.29072585967189,Travel,2024-09-12
595,286,129.49055581337862,  Electronics,2024-07-30
596,11,9.07408511217595,Travel,2024-01-08
597,203,44.96920559496765,dining ,2024-03-01
