unit_id,period,treated_group,outcome
96,0,1,44.43352963343717
97,0,0,45.28592683020989
98,0,0,55.13531552423675
99,0,0,46.878345189979264
100,0,0,48.51956112111328
101,0,1,61.39888039778516
102,0,1,61.585785307705
103,0,0,52.7992592318873
104,0,0,58.527461088242006
105,0,1,59.65756751857316
106,0,0,57.47472249119618
107,0,1,44.056948728230545
108,0,0,60.91695825168284
109,0,0,51.22586442539841
110,0,1,64.28685536043558
111,0,0,46.13621726359285
112,0,0,56.472414474895054
113,0,0,46.70805184950524
114,0,0,52.50379403401621
115,0,0,52.98790789619032
116,0,1,45.45332256680076
117,0,1,53.45343393895367
118,0,1,43.645430243090615
119,0,1,57.371698137647584
120,0,1,50.1442918765403
121,0,1,46.98101782775682
122,0,1,60.479056592585366
123,0,1,51.66786689403354
124,0,1,47.27732176856618
125,0,0,51.249539970539786
126,0,0,61.73644854834617
127,0,0,47.754069930681304
128,0,0,46.69334441594924
129,0,1,47.72444958571997
130,0,0,55.24729140028891
131,0,1,43.910971169659966
132,0,1,35.552656553724326
133,0,0,43.21227492701683
134,0,0,48.44489828819264
135,0,0,64.4103518061583
136,0,1,52.3979236402969
137,0,0,47.22706274077401
138,0,0,47.79853398098267
139,0,1,47.51930122259347
140,0,0,45.3567814829405
141,0,1,46.571163893345165
142,0,0,51.35472329413682
143,0,0,50.44132335141973
144,0,1,44.56018185787035
145,0,0,56.34383358108414
146,0,0,63.933368439099546
147,0,0,55.75873020444216
148,0,0,45.65454689861084
149,0,0,61.92094051808843
150,0,1,54.71983980085618
151,0,1,47.860525639508054
152,0,0,55.39218167658892
153,0,0,49.24998828653086
154,0,1,57.471156382476465
155,0,1,51.14787874146183
156,0,1,51.755078760425704
157,0,0,52.12067801482446
158,0,1,50.76020413017948
159,0,1,45.509930502323975
160,0,0,51.33796144894168
161,0,1,50.6367624269354
162,0,0,40.378881045055756
163,0,1,55.67968533365192
164,0,1,52.57960030026828
165,0,1,45.777067318337245
166,0,0,50.969393561162924
167,0,0,51.79633956731346
168,0,0,48.35343523162771
169,0,1,59.30974836875691
170,0,0,52.207460939584955
171,0,1,44.363861747738156
172,0,0,40.65013015722694
173,0,0,44.23214011536898
174,0,1,57.66539599781292
175,0,0,44.919148528909005
176,0,0,56.27267033607087
177,0,1,57.045925060310715
178,0,0,42.5155137814893
179,0,1,56.35708322871011
180,0,1,55.70151021744812
181,0,0,54.28988998244363
182,0,0,53.70871446682251
183,0,1,44.612679586521054
184,0,1,50.7153033045389
185,0,1,50.646685224948016
186,0,0,56.6187489213042
187,0,0,59.34721992739125
188,0,1,54.71386701062754
189,0,1,38.57502923827124
190,0,1,45.919166962169726
191,0,1,49.37549867916163
192,0,1,58.29241044375549
193,0,1,59.573740218315905
194,0,1,47.34182338214125
195,0,1,49.787523694163426
196,0,1,50.61592125953237
197,0,0,43.325520663934995
198,0,1,53.841667109011595
199,0,1,49.15626708479772
200,0,1,56.05330237125701
201,0,0,45.637036781912826
202,0,0,66.64834744341643
203,0,1,50.891510078701245
204,0,1,46.687396595880635
205,0,1,55.05027022719637
206,0,1,53.72288109033248
207,0,0,52.748158054315
208,0,0,44.76208683981403
209,0,1,44.5267859128655
210,0,0,49.70032656888394
211,0,1,42.890412900984714
212,0,1,44.43230000593907
213,0,1,44.54323146940433
214,0,0,50.99219732935909
215,0,0,58.02239960822703
216,0,1,48.05635913930405
217,0,0,48.5056970415005
218,0,0,43.09762668708028
219,0,0,46.90799557686934
220,0,1,52.50096919916412
221,0,0,42.32016053418913
222,0,0,58.294840858341125
223,0,1,63.42139308669514
224,0,1,51.92070427327065
225,0,0,50.71589947467506
226,0,1,63.78025437126875
227,0,0,53.73761945764899
228,0,0,40.597606542284844
229,0,1,54.58004372272717
230,0,0,47.776694551892284
231,0,1,49.813170358193766
232,0,0,40.859078904746575
233,0,1,49.43501577267335
234,0,0,49.460601787497616
235,0,1,52.698288563179695
236,0,1,49.00452249520511
237,0,1,56.0107911687059
238,0,0,45.57065522452327
239,0,1,37.276348392415215
240,0,1,51.60442790182156
241,0,0,53.45396483676538
242,0,0,51.948977682801555
243,0,1,57.981101321938105
244,0,1,49.2644689479262
245,0,0,47.598732955844675
246,0,1,63.110130488093446
247,0,1,50.51913389895958
248,0,0,56.61784990330615
249,0,1,49.30317569837978
250,0,1,51.209461061118986
251,0,1,43.377805500751975
252,0,1,48.238714423419864
253,0,0,54.916522906178464
254,0,0,52.205123185200726
255,0,1,45.795770072195765
256,0,0,41.19166612115236
257,0,0,45.50163834461133
258,0,0,41.3285904276224
259,0,1,49.777486347395616
260,0,1,54.00943140392514
261,0,0,41.902876194776844
262,0,0,40.33380332114561
263,0,0,52.87807489076744
264,0,1,51.22833645573674
265,0,0,43.47439544797464
266,0,1,62.620629447503745
267,0,0,55.816364733691586
268,0,1,61.50648006022902
269,0,0,51.29108052952372
270,0,1,51.10033524253243
271,0,1,44.07788204367842
272,0,1,44.508726201338106
273,0,0,38.698660713323
274,0,1,44.42921802263147
275,0,1,57.202203934711825
276,0,0,54.18059301537183
277,0,1,48.75030333934639
278,0,1,48.47924011991206
279,0,1,57.10681768448675
280,0,0,51.89381641800848
281,0,1,58.5420669261795
282,0,0,43.4652138222804
283,0,0,51.55595355397151
284,0,0,60.72245735741284
285,0,1,54.57253026294992
286,0,1,53.09436416597588
287,0,1,50.897078869889874
288,0,0,49.506615159490096
289,0,1,52.9123778588364
290,0,1,59.14031013995789
291,0,1,52.03709843764647
292,0,0,50.61332371185877
293,0,0,47.1009120428246
294,0,1,53.10151374685522
295,0,0,56.128254502780464
296,0,1,51.147807416007026
297,0,1,45.71200187331435
298,0,1,47.97358750194702
299,0,1,50.00230012585569
300,0,1,51.24350606161294
301,0,0,55.85179633630299
302,0,0,48.417559640810055
303,0,1,45.37912646743369
304,0,0,63.08354473728206
305,0,1,50.08674221809957
306,0,1,49.74608266343465
307,0,0,57.38752766394681
308,0,0,42.2492149016713
309,0,0,43.56789300710047
310,0,0,44.12543660764064
311,0,0,57.241152666665855
312,0,0,58.35229595657651
313,0,1,44.09218360015365
314,0,0,35.502825561254035
315,0,1,48.464993675523054
316,0,0,47.169185350253464
317,0,1,52.676726448174165
318,0,0,43.97441155487105
319,0,1,43.712721728036264
320,0,0,48.14248036255296
321,0,0,54.275012723594465
322,0,1,57.806809862632385
323,0,1,38.26943335941296
324,0,1,64.20554436195144
325,0,0,39.50730128216019
326,0,0,50.83947418026925
327,0,1,60.27744069514873
328,0,0,44.65058679504307
329,0,1,47.73566995501642
330,0,0,47.248776163944285
331,0,0,60.799627869894444
332,0,0,48.51951118593933
333,0,1,55.206165665148305
334,0,0,54.3805495141801
335,0,0,43.10133303190046
336,0,0,49.69726235772349
337,0,0,43.83125136785038
338,0,1,48.6788371260833
339,0,1,50.29529974257512
340,0,1,41.95187652290909
341,0,1,50.354055498732365
342,0,0,48.80811752731574
343,0,0,49.21107311565322
344,0,0,43.18926209551978
345,0,0,46.84520312929138
346,0,1,49.561083807517285
347,0,1,54.69666368223455
348,0,0,54.486512633382524
349,0,0,47.71930109104612
350,0,1,40.91198945310055
351,0,1,49.66124906897495
352,0,0,60.03269544341189
353,0,0,50.64493488472875
354,0,1,51.27838848718816
355,0,0,59.70228272887239
356,0,0,45.137081690633664
357,0,1,44.657412191154684
358,0,1,39.90666066537746
359,0,0,49.55582934780074
360,0,1,40.33590784819227
361,0,1,55.94102805439014
362,0,0,41.26459116388683
363,0,0,49.044709936948095
364,0,0,62.48362679390652
365,0,1,49.10581961717319
366,0,0,48.88297236332567
367,0,1,44.43176043151696
368,0,1,45.99263929740175
369,0,1,51.99392946311418
370,0,1,42.75591532642424
371,0,0,52.534410700499514
372,0,1,56.194690134481405
373,0,0,55.8857782598404
374,0,0,47.88543117462985
375,0,1,54.69162221815998
376,0,0,46.157166201369776
377,0,0,47.84614228449568
378,0,0,48.75040984233523
379,0,1,45.08860597350064
380,0,0,50.90042483468347
381,0,0,68.20650862474227
382,0,1,45.90769329053033
383,0,1,40.01372273916412
384,0,0,51.04075642701019
385,0,0,50.77423225084806
386,0,1,41.18443746251991
387,0,1,51.82594535986077
388,0,1,52.32236025985824
389,0,1,53.805745434823955
390,0,1,51.79875612000854
391,0,1,46.89091959528439
392,0,1,36.964026324873124
393,0,0,53.30125517764841
394,0,0,56.07779880118282
395,0,1,40.56057362754641
396,0,1,53.95629399453997
397,0,1,50.10173496932268
398,0,1,50.698967911192305
399,0,0,52.02679231611001
0,1,0,54.97951880336211
1,1,0,47.73114348975935
2,1,1,59.38628766076252
3,1,1,55.585427793558914
4,1,0,49.369198344607746
5,1,0,48.83248230654988
6,1,0,63.60945658178935
7,1,0,56.157344717687366
8,1,1,65.82004262828208
9,1,0,51.605097527641206
10,1,0,51.64718129243381
11,1,1,74.98751625057086
12,1,0,60.20640548717711
13,1,1,55.73842695069424
14,1,1,69.56923679704211
15,1,1,72.6980816570338
16,1,0,59.05038514459502
17,1,1,69.18985937880605
18,1,1,68.54216361389685
19,1,0,58.71349857367062
20,1,0,55.78619332102617
21,1,1,58.8008814163966
22,1,0,59.22836079147859
23,1,0,57.04633202823125
24,1,1,64.55281697524416
25,1,1,52.315707198729456
26,1,0,61.71635704525241
27,1,1,68.41710060422753
28,1,0,51.371891604476254
29,1,1,65.60681772518784
30,1,0,53.54784059555414
31,1,0,52.74968185632263
32,1,1,57.054969197362105
33,1,1,59.88769483281182
34,1,0,62.14794566398421
35,1,1,63.99860221256467
36,1,0,57.685992669101196
37,1,1,55.28182470503514
38,1,1,59.04231066064307
39,1,0,58.228695216204116
40,1,1,60.54802830120397
41,1,1,52.087108904559784
42,1,1,53.23415934715308
43,1,1,57.333905657534224
44,1,0,50.13459311099805
45,1,1,57.28898141127534
46,1,1,59.423111159489046
47,1,0,45.04275299017649
48,1,1,65.58652616045839
49,1,0,46.97063466625819
50,1,0,49.998652588584044
51,1,0,54.451389109072935
52,1,1,54.65819151935508
53,1,0,54.903292355501144
54,1,1,61.842773291951815
55,1,0,49.64027084977298
56,1,1,68.30326502764211
57,1,0,59.89114867588634
58,1,1,59.436654511279976
59,1,0,51.47114061312808
60,1,0,56.46162659879181
61,1,1,56.23059199454738
62,1,1,61.510019049452474
63,1,1,55.981986914477886
64,1,1,73.47391533182915
65,1,0,57.805615231031965
66,1,1,67.0286579771755
67,1,0,56.802170891145586
68,1,1,52.473387737708784
69,1,1,61.69404338397091
70,1,1,61.596594742370954
71,1,1,65.37168295552752
72,1,1,64.74508030092493
73,1,1,59.267461949761575
74,1,0,50.350562391934034
75,1,0,51.89049838597097
76,1,0,56.39174996744599
77,1,0,58.60673717477277
78,1,0,57.72725718430902
79,1,1,57.50568122057316
80,1,0,38.893398545606544
81,1,0,59.80834835421575
82,1,0,57.36696218605473
83,1,1,53.692922027295154
84,1,1,62.96605130806669
85,1,1,53.00434884730321
86,1,0,48.265671519309265
87,1,1,64.04642826873295
88,1,1,55.49339983558199
89,1,0,57.95956442878188
90,1,1,69.44825479127131
91,1,0,49.09912457522632
92,1,1,61.48491146394775
93,1,1,70.23392881943134
94,1,1,54.16278599154507
95,1,1,58.68951860362541
96,1,1,55.20431635000524
97,1,0,46.90444237609747
98,1,0,55.28366148341472
99,1,0,54.48245858409026
100,1,0,53.81114858438695
101,1,1,74.28125520344662
102,1,1,65.37201035758606
103,1,0,52.964997350860344
104,1,0,59.84623437296357
105,1,1,72.66549685278743
106,1,0,58.798744924778575
107,1,1,48.81034976718615
108,1,0,54.84646835401504
109,1,0,52.906553670711524
110,1,1,76.96883783655792
111,1,0,57.19441085598238
112,1,0,59.18945024461634
113,1,0,59.61356777769592
114,1,0,60.32355307451871
115,1,0,55.95849536200518
116,1,1,61.76746962560641
117,1,1,58.7916842419566
118,1,1,58.88926974493353
119,1,1,64.22070889200246
120,1,1,56.79759843181719
121,1,1,65.74468951657113
122,1,1,73.8052584394405
123,1,1,63.26037749457049
124,1,1,58.23939192814414
125,1,0,52.58536752004836
126,1,0,62.32968889749844
127,1,0,50.416131187158356
128,1,0,46.536254314900305
129,1,1,61.85576296452716
130,1,0,61.56485546750084
131,1,1,60.61519540974593
132,1,1,60.17342078396129
133,1,0,59.0905821592489
134,1,0,55.56041473418007
135,1,0,59.92757964202433
136,1,1,58.73795135517508
137,1,0,51.45043800621221
138,1,0,61.303779667532346
139,1,1,55.87017694243619
140,1,0,46.83315275309199
141,1,1,56.06965543372149
142,1,0,54.632548544608554
143,1,0,56.031020226179876
144,1,1,52.06868460208496
145,1,0,61.60360711470997
146,1,0,59.628779929872465
147,1,0,53.22322111731458
148,1,0,57.182651495256316
149,1,0,56.8708803258571
150,1,1,63.296380862833075
151,1,1,53.01912671756667
152,1,0,63.178641007984766
153,1,0,45.567776118179815
154,1,1,68.08549660490918
155,1,1,63.5265269910523
156,1,1,63.2892138902338
157,1,0,52.204165397035034
158,1,1,64.79784328063948
159,1,1,57.29359003760127
160,1,0,48.23105952415687
161,1,1,57.78651340814865
162,1,0,46.08669966901499
163,1,1,68.65169618667669
164,1,1,59.73728709528864
165,1,1,59.60279058851763
166,1,0,50.37129337013745
167,1,0,51.42466112996694
168,1,0,50.50304442603836
169,1,1,70.576346263737
170,1,0,53.489631949013855
171,1,1,49.516541249915456
172,1,0,38.09838379353077
173,1,0,51.70580948630266
174,1,1,60.82739852670177
175,1,0,53.96826638526363
176,1,0,51.20814972367112
177,1,1,60.89176441346285
178,1,0,50.42715304979629
179,1,1,60.83126708520985
180,1,1,63.71647821781209
181,1,0,52.45933419900777
182,1,0,55.8075651284335
183,1,1,58.069154561064146
184,1,1,62.80689742815736
185,1,1,54.96935295439389
186,1,0,57.404641758367724
187,1,0,67.38463485514211
188,1,1,62.33745553329782
189,1,1,49.94319627468263
190,1,1,64.44741626725954
191,1,1,62.762663721650334
192,1,1,61.81196298670478
193,1,1,68.84014829121304
194,1,1,53.13980855205937
195,1,1,58.562122620573824
196,1,1,71.53625573741134
197,1,0,46.22723254494585
198,1,1,66.01907195645329
199,1,1,69.65040069719497
200,1,1,65.7099937071612
201,1,0,57.5092243967484
202,1,0,59.92766750625909
203,1,1,64.63301154433229
204,1,1,55.62427163695756
205,1,1,63.935405491133196
206,1,1,51.436186001222204
207,1,0,60.12419932766345
208,1,0,54.827485891464676
209,1,1,55.26274853398986
210,1,0,51.52090480255361
211,1,1,57.39468707049373
212,1,1,54.37980310006992
213,1,1,65.53781629158559
214,1,0,44.29942409457192
215,1,0,55.94280744337921
216,1,1,56.37682993222043
217,1,0,48.49528778913684
218,1,0,47.857806968908
219,1,0,54.645252468097695
220,1,1,65.62169126959553
221,1,0,47.78215334854384
222,1,0,58.71737356146783
223,1,1,66.53134022653914
224,1,1,61.50364834342118
225,1,0,61.968452657309136
226,1,1,73.13049345994214
227,1,0,60.36281064724868
228,1,0,48.0549571023743
229,1,1,61.82367156683009
230,1,0,53.86529619824382
231,1,1,60.136923701309286
232,1,0,40.48751235840132
233,1,1,61.59189708293517
234,1,0,46.365899886640925
235,1,1,63.370232572644156
236,1,1,63.23415800712975
237,1,1,68.96761334787828
238,1,0,51.663241698231026
239,1,1,53.65679631365669
240,1,1,66.10431584380927
241,1,0,62.40902235203882
242,1,0,45.329528808718074
243,1,1,70.98115242367753
244,1,1,64.56312081434466
245,1,0,56.914734700798455
246,1,1,64.05558009678855
247,1,1,51.726724326823685
248,1,0,61.13803047355337
249,1,1,51.27359484511368
250,1,1,60.267050797823345
251,1,1,50.4056551273544
252,1,1,52.704940519255196
253,1,0,50.65377179664218
254,1,0,52.928617680103606
255,1,1,65.01992376650936
256,1,0,52.502163824703764
257,1,0,56.95101449153564
258,1,0,44.53101367683033
259,1,1,61.11470044530683
260,1,1,62.26307562538695
261,1,0,52.96941487874267
262,1,0,43.26694567766637
263,1,0,53.972385046607066
264,1,1,55.71024981374324
265,1,0,53.23879247549815
266,1,1,70.07998484039592
267,1,0,53.52744588812672
268,1,1,67.82109429867003
269,1,0,57.458723779574946
270,1,1,60.45092109500559
271,1,1,56.06624974177585
272,1,1,55.80172575287429
273,1,0,39.84686733882357
274,1,1,53.63432831345141
275,1,1,65.33635345581122
276,1,0,65.8384200232602
277,1,1,67.55540668616753
278,1,1,56.678298558894014
279,1,1,58.99678558925619
280,1,0,50.8211209374552
281,1,1,64.16388086111237
282,1,0,44.85262815572699
283,1,0,50.403846048932984
284,1,0,64.51343743027996
285,1,1,62.049795943044764
286,1,1,79.24636139605335
287,1,1,62.0308555044148
288,1,0,47.22127646513151
289,1,1,65.73066638652553
290,1,1,75.97393444198651
291,1,1,54.457169848541554
292,1,0,56.46138287313829
293,1,0,47.58281869731734
294,1,1,65.86082188780156
295,1,0,59.56920786373443
296,1,1,58.979203190313015
297,1,1,60.268272183573885
298,1,1,54.24506525991877
299,1,1,66.73846723396198
300,1,1,64.76047902579455
301,1,0,63.88297048595591
302,1,0,53.89697250128947
303,1,1,56.408462789762076
304,1,0,59.22485939231043
305,1,1,61.25228182776063
306,1,1,60.42100372734666
307,1,0,57.38136074494635
308,1,0,45.81232421357874
309,1,0,50.58171754901818
310,1,0,48.989979164262124
311,1,0,59.32179220513419
312,1,0,58.64586842702937
313,1,1,60.74722584773767
314,1,0,48.48560745371677
315,1,1,62.454632287688135
316,1,0,43.554859096123295
317,1,1,60.28838715244079
318,1,0,49.778904235714535
319,1,1,56.06493411420695
320,1,0,53.7668914783293
321,1,0,61.00898948079888
322,1,1,57.80871034713335
323,1,1,51.524822398345414
324,1,1,70.45527457188406
325,1,0,38.55539263936428
326,1,0,54.46909495199719
327,1,1,75.60073920293632
328,1,0,52.120439703445406
329,1,1,67.81210168045969
330,1,0,44.46701283491918
331,1,0,59.03543313786706
332,1,0,53.476635568192016
333,1,1,62.757268976580335
334,1,0,58.02275741017832
335,1,0,46.13490755916937
336,1,0,56.485463994686945
337,1,0,45.607459414238555
338,1,1,58.37654650020499
339,1,1,59.62425943505449
340,1,1,59.12074659588972
341,1,1,66.12278942616321
342,1,0,62.53866256251854
343,1,0,52.08794045564969
344,1,0,52.99977127990626
345,1,0,54.17136445961564
346,1,1,55.01626632693598
347,1,1,58.918175540456716
348,1,0,58.475175365214035
349,1,0,60.420338296949076
350,1,1,60.90560794155206
351,1,1,58.30859920976415
352,1,0,53.703607405259056
353,1,0,42.43897544443227
354,1,1,62.42134812754872
355,1,0,54.65369204943288
356,1,0,51.30130345639314
357,1,1,58.14878042316604
358,1,1,54.36293952766673
359,1,0,58.28196666715374
360,1,1,61.168138490086776
361,1,1,58.23741647909008
362,1,0,54.68368041409002
363,1,0,49.68197469391854
364,1,0,58.71463855785299
365,1,1,64.01207618813474
366,1,0,61.93358340338998
367,1,1,58.581201165109356
368,1,1,62.05286632492748
369,1,1,57.352554021973134
370,1,1,47.08222374581421
371,1,0,52.923699330219804
372,1,1,75.22996523242941
373,1,0,55.126330783875595
374,1,0,52.4411394215212
375,1,1,72.65866850859105
376,1,0,48.0130093994825
377,1,0,54.918778560802195
378,1,0,53.0332249810178
379,1,1,62.6609993948546
380,1,0,57.10623303594497
381,1,0,61.24740857072006
382,1,1,57.73745862763663
383,1,1,52.813505633227194
384,1,0,46.456787189748724
385,1,0,48.813194455389635
386,1,1,56.49054448669069
387,1,1,67.55703233251843
388,1,1,62.0418346663068
389,1,1,65.92672231459356
390,1,1,59.04714704573049
391,1,1,53.33737997472528
392,1,1,48.61903983912654
393,1,0,53.0146502141252
394,1,0,58.764214536027154
395,1,1,53.68485183509302
396,1,1,60.47805698616271
397,1,1,59.108896364687894
398,1,1,59.85728263216106
399,1,0,53.57646541884313
